1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
30.8892875422135,30.96834969358322,30.87522628774281,30.56245272179024,30.50763779972155,31.04378973349066,31.04945769430608,30.99110194910202,30.95928929972992,30.97840965580472,31.06586848970449,31.05363199866105,30.51194287175727,30.96851012335764,30.91538140223284,31.14205866869099,31.24718859044748,31.24664059630247,31.19547622697344,31.15603254347869,31.25115905286965,31.29219899903695,31.26336792854466,31.31380600056783,31.2760362262535,31.27372472149054,31.24722716994273,31.33183930219659,31.26817473134768,31.30536114036542,31.35765662540351,31.31729474145916,30.81412983201319,30.76911676240561,31.21768698356781,31.38640614902917,31.4603152060454,31.17239666665527,31.12296332545071,31.43944956881031,31.42884324097752,31.48255251519031,31.4472350250406,31.49748259396781,31.54978725050608,31.61420928415513,31.36653618627256,31.33903653682068,30.95676494483046,31.12755578323998,31.5495931799231,31.21921864031568,30.86649685980185,30.56492114412321,29.98439977789623,29.72457760582257,29.61893643258032,29.8068375311257,30.03499438687564,30.15436401233568,30.35982616168996,30.26379550184303,31.01645495895615,31.15010000152424,31.23039091755926,31.34982778385367,30.73291904340329,31.57321172218861,31.38014726032118,30.82259765768161,31.54840006937586,31.24633836956617,31.63404562443261,31.83866594850384,31.92835448683178,31.85553264243306,30.441551642931,29.85112563347126,29.21128389112065,31.19566312848733,32.03201446767532,32.27503175255794,32.08160389724105,32.23653331467788,32.4233666720041,32.46161411786807,32.56557901688561,32.64507544519932,32.6158007096369,32.56081066863934,32.46391360601429,32.17324702094024,31.96010510409249,32.63739792167992,32.89809237161921,32.85478520479302,32.8821129725313,32.62939208893802,33.4907241991407,33.27173123103299,32.5216270663648,33.40460206726662,33.6515157896279,33.85440957482033,33.68793627164866,33.73480836344068,33.88374018733926,33.68987962956694,34.50146490561384,34.68238128834978,34.78988030817673,34.93457439298264,35.41480441986203,35.34339637901478,34.81613614229215,34.02960754072178,34.12114724937077,34.04495429869302,23.52898238627522,34.60491650204162,34.96486214069837,35.71713432404509,36.03508048915523,36.92040987998285,37.33355108306116,37.44768517996303,37.89823383590815,36.60423739935752,38.56123285377114,37.78852530982944,39.20205784511151,39.37826404474594,39.40431253935911,38.56180602079008,40.45496838018304,41.00238746259756,41.30943777232844,40.94894089771745,41.36375671004045,41.66863501545964,41.32155774411906,39.88020279359202,38.65405136901842,37.10446475510452,38.42329672345709,39.8205454965042,44.16544917235354,44.1253009781679,46.52144322088657,47.40312764258933,48.41172990041149,48.76640966234548,49.48467183932068,50.20748912415645,51.2740456706538,52.12494135434471,53.01504512249307,53.27167941131069,53.78907697143752,51.6545834358955,50.64235194939961,51.56649907913012,54.01845397740748,55.92290228501487,56.6371639752405,57.20451487856613,57.73178427893296,58.40364195185288,58.7174904349578,59.19336270501829,60.04043633446323,60.39868313330044,60.85730081157384,61.28249003133335,61.60878551827028,61.97128954322007,62.111445421926,62.57676666486139,62.88965929453341,63.15217337049906,63.44573833189744,63.68584830408215,64.02165144032551,64.27493429818097,64.55446706275964,64.85573331824699,65.22250609711088,65.45781967700017,65.619216778463,65.87776460028651,66.03361744876402,66.17070168005708,66.35141424701342,66.40954113434782,66.51917941832396,66.72454162607232,66.96385000349065,67.16510127071956,67.36566151242521,67.56403195318322,67.78401138769762,68.03493663996574,68.26970068876449,68.57490697308955,68.82789415016617,69.21664488110167,69.61324648441423,69.9792271642024,70.24646880668266,70.65752306850993,70.91258930212183,71.30460768788444,71.61909258016296,71.90187468803819,72.16151918871434,72.46023254131005,72.72806546556157,72.93826947060751,73.1080652094452
